Num;Nombre Producto;Categoría;Precio;Descripción y Especificaciones;Disponibilidad;Garantía;Políticas de Devolución;Enlace Web;ID Producto;SKU;EAN;Marca;Categoría Normalizada;Subcategoría;Tipo Producto;Es Producto Principal;Precio USD;Fuente;Fecha Consulta;Texto Búsqueda;Calidad Dato
992;Transportador para mascotas pequeño de 57 x 37 x 35 cm color azul. - WRT;Mascotas;29,99;"Transportador para mascotas pequeño de 57 x 37 x 35 cm color azul. Ideal para perros y gatos de tamaño pequeño, ofreciendo una solución segura y cómoda para viajes o visitas al veterinario. Su diseño compacto y liviano facilita el transporte, mientras que su estructura duradera garantiza la protección de tu mascota. Con un acabado atractivo, este transportador combina funcionalidad y estilo para satisfacer las necesidades de los dueños de mascotas más exigentes. Medidas del producto (Alt+Anch+Prof): 37 x 35 x 57 cm WRT.
Especificaciones:
Tipo de embalaje: Granel
Material: Plástico
Uso del producto: Doméstico - Recreativo
Superficies de aplicacion: Mascotas
Lugar de uso: Interior - Exterior
Color: Azul - Crema
Diseño / Estilo: XS
Pais de Origen: China
Garantia: Si
Numero de piezas: 1";Disponible;1 año de garantía a partir de la fecha de compra por defectos de fabricación. Requiere factura original o digital.;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/transportador-p-mascota-57x37x35cm-azul-crema/p;23648;24208;843956391873;WRT;HOGAR;PORTAMASCOTAS;Portamascotas;Sí;29.99;API pública Kywi + Catálogo.csv del usuario;2026-07-12;transportador para mascotas pequeno de 57 x 37 x 35 cm color azul wrt wrt mascotas hogar portamascotas portamascotas transportador para mascotas pequeno de 57 x 37 x 35 cm color azul ideal para perros y gatos de tamano pequeno ofreciendo una solucion segura y comoda para viajes o visitas al veterinario su diseno compacto y liviano facilita el transporte mientras que su estructura duradera garantiza la proteccion de tu mascota con un acabado atractivo este transportador combina funcionalidad y estilo para satisfacer las necesidades de los duenos de mascotas mas exigentes medidas del producto alt anch prof 37 x 35 x 57 cm wrt especificaciones tipo de embalaje granel material plastico uso del producto domestico recreativo superficies de aplicacion mascotas lugar de uso interior exterior color azul crema diseno estilo xs pais de origen china garantia si numero de piezas 1 domestico recreativo plastico azul crema;Completo
993;Trapeador con fregona reciclada - K HOME;HOGAR;7,19;"Trapeador con fregona reciclada. Diseñado para ofrecer una máxima absorción y durabilidad sin descuidar el medio ambiente. Su estructura ligera y resistente permite un manejo cómodo en cualquier superficie, convirtiéndolo en el aliado perfecto para mantener la higiene de tu hogar con una huella ecológica reducida. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 99 x 8,5 x 8,5 cm K HOME
Especificaciones: Tipo de embalaje: Bolsa; Referencia del Producto: CT0088; Superficies de aplicacion: Piso; Lugar de uso: Interior; Pais de Origen: China; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/trapeador-con-fregona-reciclada-k-home/p;87931;87448;8989030200883;K HOME;HOGAR;ARTICULOS DE LIMPIEZA;Articulos De Limpieza;Sí;7.19;API pública Kywi;2026-07-12;trapeador con fregona reciclada k home k home hogar hogar articulos de limpieza articulos de limpieza trapeador con fregona reciclada disenado para ofrecer una maxima absorcion y durabilidad sin descuidar el medio ambiente su estructura ligera y resistente permite un manejo comodo en cualquier superficie convirtiendolo en el aliado perfecto para mantener la higiene de tu hogar con una huella ecologica reducida imagenes referenciales medidas del producto alt anch prof 99 x 8 5 x 8 5 cm k home especificaciones tipo de embalaje bolsa referencia del producto ct0088 superficies de aplicacion piso lugar de uso interior pais de origen china numero de piezas 1 domestico comercial algodon plastico metal blanco azul gris;Completo
994;Trapeador fregona plana de 90 cm con estructura y tubo metálicos - K HOME;HOGAR;17,78;"Trapeador fregona plana de 90 cm con estructura y tubo metálicos. Diseñado para ofrecer una cobertura máxima y un rendimiento profesional en cada pasada. Su robusta estructura y tubo metálicos garantizan una resistencia superior frente al uso intensivo, brindando la estabilidad necesaria para eliminar la suciedad más difícil con total control y ergonomía. Es la herramienta definitiva para quienes buscan durabilidad y eficiencia en el mantenimiento de suelos amplios, asegurando un acabado impecable con el mínimo esfuerzo. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 152 x 90 x 16 cm K HOME
Especificaciones: Tipo de embalaje: Bolsa; Referencia del Producto: CT0090; Superficies de aplicacion: Piso; Lugar de uso: Interior; Pais de Origen: China; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/trapeador-fregona-plana-de-90-cm-con-estructura-y-tubo-metalicos-k-home/p;87929;87446;8989030200906;K HOME;HOGAR;ARTICULOS DE LIMPIEZA;Articulos De Limpieza;Sí;17.78;API pública Kywi;2026-07-12;trapeador fregona plana de 90 cm con estructura y tubo metalicos k home k home hogar hogar articulos de limpieza articulos de limpieza trapeador fregona plana de 90 cm con estructura y tubo metalicos disenado para ofrecer una cobertura maxima y un rendimiento profesional en cada pasada su robusta estructura y tubo metalicos garantizan una resistencia superior frente al uso intensivo brindando la estabilidad necesaria para eliminar la suciedad mas dificil con total control y ergonomia es la herramienta definitiva para quienes buscan durabilidad y eficiencia en el mantenimiento de suelos amplios asegurando un acabado impecable con el minimo esfuerzo imagenes referenciales medidas del producto alt anch prof 152 x 90 x 16 cm k home especificaciones tipo de embalaje bolsa referencia del producto ct0090 superficies de aplicacion piso lugar de uso interior pais de origen china numero de piezas 1 domestico comercial algodon plastico metal blanco azul plateado;Completo
995;Trapeador industrial de 40 cm con mango plastico super resistente. - PRODELSOL;HOGAR;5,44;"Trapeador industrial de 40 cm con mango plastico super resistente. Ideal para todo tipo de pisos, se humedece, enjuaga y seca sin necesidad de usar las manos. Deja el trapero totalmente seco en un solo paso. Medidas del producto (Alt+Anch+Prof): 149 x 40 x 5 cm PRODELSOL
Especificaciones: Tipo de embalaje: Empaque plástico; Lugar de uso: Interior; Pais de Origen: Ecuador; Numero de piezas: 1";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/trapeador-industrial-40-cm-pabilo/p;28665;28181;7861114900036;PRODELSOL;HOGAR;ARTICULOS DE LIMPIEZA;Articulos De Limpieza;Sí;5.44;API pública Kywi;2026-07-12;trapeador industrial de 40 cm con mango plastico super resistente prodelsol prodelsol hogar hogar articulos de limpieza articulos de limpieza trapeador industrial de 40 cm con mango plastico super resistente ideal para todo tipo de pisos se humedece enjuaga y seca sin necesidad de usar las manos deja el trapero totalmente seco en un solo paso medidas del producto alt anch prof 149 x 40 x 5 cm prodelsol especificaciones tipo de embalaje empaque plastico lugar de uso interior pais de origen ecuador numero de piezas 1 plastico lana azul con gris;Completo
996;Trapeador mágico SPIN MOP con diseño giratorio de 26 cm con balde de pedal. - K HOME;HOGAR;43,50;"Trapeador mágico SPIN MOP con diseño giratorio de 26 cm con balde de pedal. Su cabezal giratorio 360° permite alcanzar incluso los rincones más difíciles, mientras que su microfibra superabsorbente asegura una limpieza eficaz, tanto en seco como en húmedo, dejándote con un suelo completamente deshidratado. Con el balde de centrifugado con pedal, ahorra tiempo y esfuerzo gracias a su potente función de centrifugado. Medidas del producto (Alt+Anch+Prof): x x cm K HOME
Especificaciones: Tipo de embalaje: Caja; Superficies de aplicacion: Multisuperficie; Lugar de uso: Interior; Incluye: Accesorios - Balde; Pais de Origen: China; Mecanismo De Accionamiento: Manual; Numero de piezas: 7";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/trapeador-spin-mop-26cm-balde-ainox-c-pedal-860340/p;78337;77891;197639166372;K HOME;HOGAR;ARTICULOS DE LIMPIEZA;Articulos De Limpieza;Sí;43.5;API pública Kywi;2026-07-12;trapeador magico spin mop con diseno giratorio de 26 cm con balde de pedal k home k home hogar hogar articulos de limpieza articulos de limpieza trapeador magico spin mop con diseno giratorio de 26 cm con balde de pedal su cabezal giratorio 360 permite alcanzar incluso los rincones mas dificiles mientras que su microfibra superabsorbente asegura una limpieza eficaz tanto en seco como en humedo dejandote con un suelo completamente deshidratado con el balde de centrifugado con pedal ahorra tiempo y esfuerzo gracias a su potente funcion de centrifugado medidas del producto alt anch prof x x cm k home especificaciones tipo de embalaje caja superficies de aplicacion multisuperficie lugar de uso interior incluye accesorios balde pais de origen china mecanismo de accionamiento manual numero de piezas 7 domestico limpieza plastico acero inoxidable microfibra blanco plateado;Completo
997;Vaporizador de ropa con manguera y tabla de poliéster, EXPANDIBLE - ELECTROLUX;HOGAR;179,00;"Vaporizador de ropa con manguera y tabla de poliéster, EXPANDIBLE. Es la solución ideal para mantener tu ropa impecable, renovada e higienizada todos los días gracias a su potente tecnología Power Steam que elimina hasta el 99,99% de bacterias en solo 1 minuto. Su mesa de planchar ajustable en posición horizontal y vertical permite un alisado práctico y sin arrugas, mientras que su base Glissium™ y cable flexible garantizan un deslizamiento suave y resistente sobre cualquier tejido, incluso los más pesados gracias a su potente salida de vapor de 40 g/min. Incluye tres funciones programadas (Eco, Refresh y De-Wrinkle), depósito removible de 2,5 litros con autonomía de hasta 1 hora, sistema Ready To Use en 45 segundos, perchero integrado, tubo retráctil ajustable, además de accesorios como protector y cepillo para pelos para un cuidado completo de tus prendas y textiles del hogar. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 80 x 53 x 36 cm ELECTROLUX
Especificaciones: Tipo de embalaje: Caja; Referencia del Producto: EGS20; Superficies de aplicacion: Ropa delicada; Lugar de uso: Interior; Incluye: Accesorios; Tipo de Alimentacion: Eléctrica; Diseño / Estilo: EGS20; Nivel De Ruido: Bajo; Pais de Origen: China; Calibre: 16 AWG; Volumen / Contenido: 2.5 lt; Voltaje: 120 - 220 V; Capacidad: 2.5 lt; Indicador De Llenado: SI; Potencia: 1680 - 1800 W; Altura Regulable: SI; Consumo Energetico: DC; Numero de piezas: 2+";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/vaporizador-de-ropa-con-manguera-y-tabla-de-poliester-expandible-electrolux/p;88039;87558;7896347193085;ELECTROLUX;HOGAR;ELECTRODOMESTICOS MENORES;Manguera;Sí;179.0;API pública Kywi;2026-07-12;vaporizador de ropa con manguera y tabla de poliester expandible electrolux electrolux hogar hogar electrodomesticos menores manguera vaporizador de ropa con manguera y tabla de poliester expandible es la solucion ideal para mantener tu ropa impecable renovada e higienizada todos los dias gracias a su potente tecnologia power steam que elimina hasta el 99 99 de bacterias en solo 1 minuto su mesa de planchar ajustable en posicion horizontal y vertical permite un alisado practico y sin arrugas mientras que su base glissium y cable flexible garantizan un deslizamiento suave y resistente sobre cualquier tejido incluso los mas pesados gracias a su potente salida de vapor de 40 g min incluye tres funciones programadas eco refresh y de wrinkle deposito removible de 2 5 litros con autonomia de hasta 1 hora sistema ready to use en 45 segundos perchero integrado tubo retractil ajustable ademas de accesorios como protector y cepillo para pelos para un cuidado completo de tus prendas y textiles del hogar imagenes referenciales medidas del producto alt anch prof 80 x 53 x 36 cm electrolux especificaciones tipo de embalaje caja referencia del producto egs20 superficies de aplicacion ropa delicada lugar de uso interior incluye accesorios tipo de alimentacion electrica diseno estilo egs20 nivel de ruido bajo pais de origen china calibre 16 awg volumen contenido 2 5 lt voltaje 120 220 v capacidad 2 5 lt indicador de llenado si potencia 1680 1800 w altura regulable si consumo energetico dc numero de piezas 2 domestico oficina comercial plastico azul;Completo
998;Varillas de incienso de citronela de 40 cm - ORGILL;HOGAR;2,00;"Varillas de incienso de citronela de 40 cm. Diseñadas especialmente para brindar una protección prolongada y eficaz en exteriores. Su gran tamaño asegura una combustión de larga duración, liberando un agradable y fresco aroma cítrico que actúa como un repelente natural contra mosquitos y otros insectos voladores, convirtiéndolas en el aliado perfecto para tus reuniones en el jardín, terrazas o días de campamento. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 40 x 0,5 x 0,5 cm ORGILL
Especificaciones: Tipo de embalaje: Caja; Referencia del Producto: 0000000 A89900020; Superficies de aplicacion: Multisuperficie; Lugar de uso: Interior - Exterior; Biodegradable: SI; Pais de Origen: China; Aroma: Citronela; Numero de piezas: 15";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/varillas-de-incienso-de-citronela-de-40-cm-orgill/p;88246;87766;8721037889384;ORGILL;HOGAR;AMBIENTALES;Ambientales;Sí;2.0;API pública Kywi;2026-07-12;varillas de incienso de citronela de 40 cm orgill orgill hogar hogar ambientales ambientales varillas de incienso de citronela de 40 cm disenadas especialmente para brindar una proteccion prolongada y eficaz en exteriores su gran tamano asegura una combustion de larga duracion liberando un agradable y fresco aroma citrico que actua como un repelente natural contra mosquitos y otros insectos voladores convirtiendolas en el aliado perfecto para tus reuniones en el jardin terrazas o dias de campamento imagenes referenciales medidas del producto alt anch prof 40 x 0 5 x 0 5 cm orgill especificaciones tipo de embalaje caja referencia del producto 0000000 a89900020 superficies de aplicacion multisuperficie lugar de uso interior exterior biodegradable si pais de origen china aroma citronela numero de piezas 15 domestico comercial citronela cafe;Completo
999;Vaso de plástico para orquídeas, transparente de 15 cm de diámetro - IPPPOLAND;HOGAR;1,99;"Vaso de plástico para orquídeas, transparente de 15 cm de diámetro. Dale a tus plantas el cuidado que merecen con las macetas de plástico transparente del fabricante italiano ERBA, diseñadas para ofrecer máxima calidad, durabilidad y un control visual óptimo del estado de las raíces. Su acabado transparente permite monitorear fácilmente la humedad y el crecimiento, convirtiéndolas en una opción práctica y funcional para cualquier espacio. Disponibles en diferentes tamaños, se adaptan a todo tipo de plantas y necesidades. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 14,1 x 15 x 15 cm IPPPOLAND
Especificaciones: Tipo de embalaje: Granel; Referencia del Producto: 8021791020604; Superficies de aplicacion: Plantas; Lugar de uso: Interior - Exterior; Diametro: 15 cm; Diseño / Estilo: Para orquidea; Pais de Origen: Polonia; Material De La Estructura: Polipropileno; Forma De La Maceta: Redondo; Numero de piezas: 1; Incluye Base / Plato: NO";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/vaso-de-plastico-para-orquideas-transparente-de-15-cm-de-diametro-ipppoland/p;87909;87426;8021791020604;IPPPOLAND;HOGAR;MACETAS Y COMPLEMENTOS;Macetas Y Complementos;Sí;1.99;API pública Kywi;2026-07-12;vaso de plastico para orquideas transparente de 15 cm de diametro ipppoland ipppoland hogar hogar macetas y complementos macetas y complementos vaso de plastico para orquideas transparente de 15 cm de diametro dale a tus plantas el cuidado que merecen con las macetas de plastico transparente del fabricante italiano erba disenadas para ofrecer maxima calidad durabilidad y un control visual optimo del estado de las raices su acabado transparente permite monitorear facilmente la humedad y el crecimiento convirtiendolas en una opcion practica y funcional para cualquier espacio disponibles en diferentes tamanos se adaptan a todo tipo de plantas y necesidades imagenes referenciales medidas del producto alt anch prof 14 1 x 15 x 15 cm ipppoland especificaciones tipo de embalaje granel referencia del producto 8021791020604 superficies de aplicacion plantas lugar de uso interior exterior diametro 15 cm diseno estilo para orquidea pais de origen polonia material de la estructura polipropileno forma de la maceta redondo numero de piezas 1 incluye base plato no domestico comercial polipropileno transparente;Completo
1000;Vaso tipo termo de acero inoxidable con 450 ml de capacidad - TRUPER;HOGAR;9,99;"Vaso tipo termo de acero inoxidable con 450 ml de capacidad. Diseñado con un cuerpo de acero inoxidable de alta calidad y una tapa de ABS que garantizan un aislamiento térmico superior para mantener el calor o el frío por más tiempo. Su tapa de cierre hermético con botón de fácil apertura evita fugas accidentales, convirtiéndolo en el compañero perfecto para el transporte diario gracias a su peso ligero de 260 g y dimensiones compactas de 9 x 17 cm; este producto incluye el vaso de acero de doble pared, una tapa de seguridad hermética con mecanismo de apertura rápida y un diseño ergonómico de fácil limpieza listo para usar. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 17 x 9 x 9 cm TRUPER
Especificaciones: Tipo de embalaje: Caja; Referencia del Producto: 62100 TERMO-04; Superficies de aplicacion: Bebidas; Lugar de uso: Interior; Incluye: Tapa; Diseño / Estilo: Vaso; Pais de Origen: China; Volumen / Contenido: 450 ml; Forma Del Producto: Vaso; Numero de piezas: 2";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/vaso-tipo-termo-de-acero-inoxidable-con-450-ml-de-capacidad-truper/p;88034;87553;7506240637097;TRUPER;HOGAR;UTENSILLOS Y MENAJE DE COCINA;Utensillos Y Menaje De Cocina;Sí;9.99;API pública Kywi;2026-07-12;vaso tipo termo de acero inoxidable con 450 ml de capacidad truper truper hogar hogar utensillos y menaje de cocina utensillos y menaje de cocina vaso tipo termo de acero inoxidable con 450 ml de capacidad disenado con un cuerpo de acero inoxidable de alta calidad y una tapa de abs que garantizan un aislamiento termico superior para mantener el calor o el frio por mas tiempo su tapa de cierre hermetico con boton de facil apertura evita fugas accidentales convirtiendolo en el companero perfecto para el transporte diario gracias a su peso ligero de 260 g y dimensiones compactas de 9 x 17 cm este producto incluye el vaso de acero de doble pared una tapa de seguridad hermetica con mecanismo de apertura rapida y un diseno ergonomico de facil limpieza listo para usar imagenes referenciales medidas del producto alt anch prof 17 x 9 x 9 cm truper especificaciones tipo de embalaje caja referencia del producto 62100 termo 04 superficies de aplicacion bebidas lugar de uso interior incluye tapa diseno estilo vaso pais de origen china volumen contenido 450 ml forma del producto vaso numero de piezas 2 domestico oficina acero negro;Completo
1001;"Ventilador D/Piso 31X81"" 3Func Negro - BLITZ";HOGAR;55,50;Ventilador de torre negro oscilatorio con manija regulable en 3 velocidades oscilatorias y 3 posiciones de intensidad de viento. Su diseño negro brillante lo hace elegante, minimalista y moderno para cualquier tipo de ambiente, ya sea en hogares, hoteles, empresas, residencias, etc. Medidas del empaque: 17 x 82 x 17 cm. Peso: 2.45 kg. BLITZ;Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/ventilador-d-piso-31x81-3func-negro/p;23319;23879;2412163000007;BLITZ;HOGAR;VENTILADORES;Ventilador;Sí;55.5;API pública Kywi;2026-07-12;ventilador d piso 31x81 3func negro blitz blitz hogar hogar ventiladores ventilador ventilador de torre negro oscilatorio con manija regulable en 3 velocidades oscilatorias y 3 posiciones de intensidad de viento su diseno negro brillante lo hace elegante minimalista y moderno para cualquier tipo de ambiente ya sea en hogares hoteles empresas residencias etc medidas del empaque 17 x 82 x 17 cm peso 2 45 kg blitz;Completo
1002;"Ventilador de pedestal de 18"" oscilatorio de 3 velocidades. - IMACO";HOGAR;65,99;"Ventilador de pedestal de 18"" oscilatorio de 3 velocidades. Potencia: 85W. Incluye una novedosa función anti-mosquitos (ranura para ingresar pastillas antimosquitos). Rejilla protectora de aspas. Paleta de 6 aspas. Baja emisión de ruido. Sistema oscilatorio. Base pesada redonda para mayor estabilidad. Medidas del producto (Alt+Anch+Prof): 53 x 53 x 13 cm IMACO
Especificaciones: Tipo de embalaje: Caja; Lugar de uso: Interior; Tipo de Alimentacion: Eléctrica; Control De Temperatura: No; Luz De Encendido: No; Pais de Origen: China; Voltaje: 110V; Potencia: 85W";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/ventilador-de-pedestal-de-18-oscilatorio-de-3-velocidades-/p;31350;30866;7756528006835;IMACO;HOGAR;VENTILADORES;Ventilador;Sí;65.99;API pública Kywi;2026-07-12;ventilador de pedestal de 18 oscilatorio de 3 velocidades imaco imaco hogar hogar ventiladores ventilador ventilador de pedestal de 18 oscilatorio de 3 velocidades potencia 85w incluye una novedosa funcion anti mosquitos ranura para ingresar pastillas antimosquitos rejilla protectora de aspas paleta de 6 aspas baja emision de ruido sistema oscilatorio base pesada redonda para mayor estabilidad medidas del producto alt anch prof 53 x 53 x 13 cm imaco especificaciones tipo de embalaje caja lugar de uso interior tipo de alimentacion electrica control de temperatura no luz de encendido no pais de origen china voltaje 110v potencia 85w domestico plastico negro;Completo
1003;Ventilador digital 3 en 1, con control remoto, en color blanco - UMCO;HOGAR;71,10;"Ventilador digital 3 en 1, con control remoto, en color blanco. Disfruta de una ventilación versátil y eficiente con este ventilador 3 en 1, diseñado para adaptarse como pedestal, mesa o pared según tus necesidades. Equipado con un panel digital de fácil uso, control remoto y 3 niveles de velocidad, ofrece un flujo de aire potente gracias a sus 5 aspas y motor de 80W, manteniendo un funcionamiento silencioso ideal para cualquier espacio. Su cabezal giratorio de 180°, altura regulable y base estable garantizan una distribución uniforme del aire, mientras su rejilla de seguridad y diseño práctico facilitan una instalación rápida y segura en el hogar u oficina. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 130 x 46 x 46 cm UMCO
Especificaciones: Tipo de embalaje: Caja; Referencia del Producto: 691; Superficies de aplicacion: Multisuperficie; Lugar de uso: Interior; Incluye: Accesorios; Tipo de Alimentacion: Eléctrica; Normas de calidad: RTE INEN 112; Diseño / Estilo: Classic; Nivel De Ruido: Bajo; Pais de Origen: Ecuador; Voltaje: 120 V; Potencia: 80 W; Altura Regulable: SI; Consumo Energetico: DC; Numero de piezas: 2+; Cantidad De Servicios: 1; Tipo De Encendido: Eléctrico";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/ventilador-digital-3-en-1-con-control-remoto-en-color-blanco-umco/p;87993;87511;7861026906911;UMCO;HOGAR;VENTILADORES;Ventilador;Sí;71.1;API pública Kywi;2026-07-12;ventilador digital 3 en 1 con control remoto en color blanco umco umco hogar hogar ventiladores ventilador ventilador digital 3 en 1 con control remoto en color blanco disfruta de una ventilacion versatil y eficiente con este ventilador 3 en 1 disenado para adaptarse como pedestal mesa o pared segun tus necesidades equipado con un panel digital de facil uso control remoto y 3 niveles de velocidad ofrece un flujo de aire potente gracias a sus 5 aspas y motor de 80w manteniendo un funcionamiento silencioso ideal para cualquier espacio su cabezal giratorio de 180 altura regulable y base estable garantizan una distribucion uniforme del aire mientras su rejilla de seguridad y diseno practico facilitan una instalacion rapida y segura en el hogar u oficina imagenes referenciales medidas del producto alt anch prof 130 x 46 x 46 cm umco especificaciones tipo de embalaje caja referencia del producto 691 superficies de aplicacion multisuperficie lugar de uso interior incluye accesorios tipo de alimentacion electrica normas de calidad rte inen 112 diseno estilo classic nivel de ruido bajo pais de origen ecuador voltaje 120 v potencia 80 w altura regulable si consumo energetico dc numero de piezas 2 cantidad de servicios 1 tipo de encendido electrico domestico comercial oficina plastico blanco;Completo
1004;Ventilador fresh de color blanco, 3 en 1, para piso, mesa y pared - UMCO;HOGAR;61,00;"Ventilador fresh de color blanco, 3 en 1, para piso, mesa y pared. Mantén tus espacios frescos y cómodos con el ventilador de 80 W, diseñado en color blanco con un estilo unicolor que se adapta fácilmente a cualquier ambiente. Su potente motor, combinado con 5 aspas plásticas y un diámetro de rejilla de 20 pulgadas, proporciona un mayor flujo de aire con un funcionamiento más silencioso. Cuenta con 3 niveles de velocidad para ajustar la ventilación según tus necesidades y opera con una tensión de 120 V. Además, incluye accesorios para instalarlo en piso, mesa o pared, así como una base plana que brinda mayor estabilidad y seguridad durante su uso. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 110 x 51 x 35 cm UMCO
Especificaciones: Tipo de embalaje: Caja; Referencia del Producto: Mon Aug 12 1901 00:46:00 GMT-0514 (hora de Ecuador); Superficies de aplicacion: Multisuperficie; Lugar de uso: Interior; Incluye: Manual; Tipo de Alimentacion: Eléctrica; Normas de calidad: RTE INEN 112; Diseño / Estilo: 3 en 1; Nivel De Ruido: Bajo; Pais de Origen: Ecuador; Voltaje: 120 V; Potencia: 80 W; Consumo Energetico: DC; Numero de piezas: 2+; Cantidad De Servicios: 1; Tipo De Encendido: Eléctrico";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/ventilador-fresh-de-color-blanco-3-en-1-para-piso-mesa-y-pared-umco/p;88051;87570;7861026905907;UMCO;HOGAR;VENTILADORES;Ventilador;Sí;61.0;API pública Kywi;2026-07-12;ventilador fresh de color blanco 3 en 1 para piso mesa y pared umco umco hogar hogar ventiladores ventilador ventilador fresh de color blanco 3 en 1 para piso mesa y pared manten tus espacios frescos y comodos con el ventilador de 80 w disenado en color blanco con un estilo unicolor que se adapta facilmente a cualquier ambiente su potente motor combinado con 5 aspas plasticas y un diametro de rejilla de 20 pulgadas proporciona un mayor flujo de aire con un funcionamiento mas silencioso cuenta con 3 niveles de velocidad para ajustar la ventilacion segun tus necesidades y opera con una tension de 120 v ademas incluye accesorios para instalarlo en piso mesa o pared asi como una base plana que brinda mayor estabilidad y seguridad durante su uso imagenes referenciales medidas del producto alt anch prof 110 x 51 x 35 cm umco especificaciones tipo de embalaje caja referencia del producto mon aug 12 1901 00 46 00 gmt 0514 hora de ecuador superficies de aplicacion multisuperficie lugar de uso interior incluye manual tipo de alimentacion electrica normas de calidad rte inen 112 diseno estilo 3 en 1 nivel de ruido bajo pais de origen ecuador voltaje 120 v potencia 80 w consumo energetico dc numero de piezas 2 cantidad de servicios 1 tipo de encendido electrico domestico plastico materiales electronico blanco;Completo
1005;Ventilador oscilante tipo torre, Acabado blanco. 45 W - BLITZ;HOGAR;51,50;Ventilador oscilante tipo torre, Acabado blanco. 45 W, 110 V. 3 velocidades, 81 cm. Con temporizador de 7.5 horas. Incluye control remoto;Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/ventilador-d-piso-31x81plg-3func-blanco/p;23919;24479;2412180000004;BLITZ;HOGAR;VENTILADORES;Ventilador;Sí;51.5;API pública Kywi;2026-07-12;ventilador oscilante tipo torre acabado blanco 45 w blitz blitz hogar hogar ventiladores ventilador ventilador oscilante tipo torre acabado blanco 45 w 110 v 3 velocidades 81 cm con temporizador de 7 5 horas incluye control remoto;Completo
